a0,a1,a2,a3,a4,a5
55,145,104,134,125,108
55,145,104,134,128,111
55,145,104,132,128,109
55,145,104,132,124,108
55,145,104,132,122,105
54,145,103,132,120,105
55,145,104,133,118,107
55,145,104,134,119,108
55,145,104,134,118,110
55,145,104,134,117,112
55,145,103,134,116,112
54,146,103,133,114,109
55,145,103,132,113,108
55,145,104,132,117,110
55,145,104,134,120,110
55,145,104,136,122,110
55,145,104,138,122,109
55,145,103,138,125,110
54,145,104,136,129,111
54,146,104,134,128,107
54,145,103,132,123,105
55,145,103,131,120,105
55,145,103,130,119,105
54,145,104,130,119,106
55,145,104,131,119,110
55,145,104,133,119,113
55,146,104,134,119,111
55,145,103,135,114,109
55,145,104,135,114,110
55,144,103,136,115,110
55,145,104,137,118,110
55,146,104,138,120,110
55,145,104,139,121,108
55,145,104,138,123,109
55,146,104,137,126,110
55,145,104,135,127,108
55,145,104,132,124,107
55,145,103,129,121,105
55,145,104,127,119,106
55,145,104,127,119,106
55,145,104,129,120,108
55,145,104,132,119,111
55,144,104,133,120,113
54,144,104,135,118,112
54,145,104,137,115,110
55,145,103,138,114,108
55,145,104,138,114,110
55,145,104,138,116,109
55,145,104,137,119,109
55,145,103,136,123,109
55,145,104,134,126,109
55,145,104,132,127,110
55,145,104,131,127,109
55,145,104,131,123,106
55,145,103,130,121,106
55,146,104,131,120,105
55,146,103,132,118,106
55,145,104,133,119,108
55,145,104,133,119,112
55,146,104,134,119,112
55,145,104,135,116,111
55,146,104,135,115,109
55,146,104,136,114,109
55,146,104,136,116,109
55,146,103,136,119,110
55,146,104,137,121,110
55,146,104,136,122,109
55,146,104,136,126,109
54,146,103,134,126,109
55,146,104,133,126,109
55,146,104,131,123,107
55,146,103,130,121,105
55,145,103,131,119,104
55,146,104,131,119,107
55,146,104,132,119,111
55,146,104,134,119,113
55,145,103,134,118,111
54,146,103,136,114,109
55,145,104,135,114,108
55,145,103,136,114,109
55,145,104,136,117,109
55,145,104,136,119,110
55,145,104,136,123,110
55,146,105,136,126,110
55,145,104,135,127,110
55,146,104,134,127,109
55,145,104,132,124,106
55,145,103,131,121,106
55,145,104,130,118,105
55,144,104,130,117,106
55,145,104,131,120,109
55,145,104,132,121,111
55,145,104,133,120,112
54,145,104,135,117,111
55,145,104,135,114,109
55,145,103,136,113,108
55,145,104,137,116,110
55,145,104,138,118,112
55,145,104,138,120,109
55,145,104,137,123,109
55,145,104,136,125,108
54,144,103,134,127,109
55,145,104,132,127,107
55,145,104,131,123,106
54,145,103,130,120,105
55,145,104,130,119,106
55,145,104,131,119,107
55,145,104,132,119,110
55,145,104,134,120,111
55,145,104,135,119,112
55,146,103,135,115,109
55,145,103,136,113,108
55,145,104,136,114,110
55,145,104,137,117,111
55,146,104,137,118,110
55,146,104,136,120,108
55,145,104,134,124,110
55,146,104,134,129,112
56,145,104,133,128,109
55,146,104,132,125,107
55,145,103,131,122,105
54,146,104,130,119,105
54,145,104,131,118,107
55,145,104,132,118,109
55,145,104,133,119,109
55,145,104,134,120,113
55,146,103,134,117,113
55,146,104,135,115,110
55,146,104,135,114,109
55,146,104,136,115,108
55,146,104,137,117,109
55,146,104,138,120,109
55,146,104,137,123,110
55,145,104,136,125,110
55,145,104,135,128,109
55,145,105,134,127,107
55,145,104,131,124,105
55,145,103,130,120,105
55,146,104,129,118,106
54,146,104,129,118,108
55,146,104,130,119,110
55,146,104,132,120,112
55,146,104,133,119,111
55,145,104,135,114,110
55,146,104,136,112,108
55,146,103,137,114,109
55,146,104,137,117,110
55,146,104,137,120,110
55,146,104,137,122,109
55,146,104,136,124,109
55,146,104,135,127,109
54,145,104,133,127,109
55,146,104,132,125,107
55,145,103,131,122,105
55,146,103,131,120,105
55,145,104,131,119,106
55,145,104,132,118,108
55,146,104,133,118,110
55,145,104,133,119,113
54,145,105,132,118,112
55,145,104,134,115,110
55,145,103,134,113,108
55,146,103,136,115,109
55,145,104,137,117,110
55,145,104,138,120,109
55,145,104,138,123,109
55,145,104,138,125,109
55,145,104,136,129,110
55,145,104,133,127,109
55,145,104,131,124,106
55,145,103,130,121,105
55,146,103,130,119,105
55,145,104,130,119,107
55,145,104,131,119,110
55,146,104,133,118,111
55,145,104,134,118,111
54,146,103,135,116,109
55,145,104,135,115,110
55,145,104,137,113,110
55,145,104,137,114,110
55,145,104,137,118,109
55,145,104,137,122,108
55,145,103,136,124,108
55,145,104,135,126,109
54,145,104,134,128,112
55,146,104,132,126,107
55,145,103,131,122,105
55,145,103,130,120,105
55,145,103,131,119,106
55,145,104,132,119,108
55,144,104,132,118,110
55,145,104,133,119,112
55,144,104,132,118,111
55,145,104,134,115,110
55,145,104,136,114,109
55,145,104,137,114,110
55,145,104,138,117,110
55,145,104,138,119,109
55,145,104,137,122,109
55,145,104,136,125,109
55,145,104,133,127,110
55,145,104,132,127,108
55,145,104,131,124,106
55,145,103,131,121,106
55,145,104,132,120,106
55,145,104,132,119,107
55,145,103,133,119,108
55,145,104,133,119,111
55,145,104,133,119,112
54,145,104,132,117,110
55,145,104,133,115,108
55,145,103,134,114,109
55,145,104,136,116,110
55,145,104,137,118,110
55,145,103,138,121,109
55,145,104,137,123,109
55,145,104,136,126,110
55,145,105,134,127,110
55,146,104,132,127,107
55,145,103,131,123,105
55,145,103,131,120,105
55,145,103,131,119,106
55,145,104,131,118,108
55,145,104,132,119,109
55,145,104,133,120,112
55,145,103,133,118,113
55,145,104,133,115,110
55,145,104,135,114,108
55,144,104,136,114,108
55,145,104,137,116,110
55,144,104,137,119,111
55,145,104,137,122,109
55,145,104,136,124,108
55,145,104,135,128,109
54,145,104,132,128,107
55,144,104,130,124,105
55,144,103,128,121,105
55,145,104,128,120,107
55,144,104,129,119,108
55,144,104,132,119,108
55,144,104,135,120,110
55,144,104,137,120,112
54,144,103,137,117,111
54,144,103,138,114,108
55,144,103,137,113,108
55,144,104,136,115,110
55,144,104,136,117,110
55,144,104,136,120,110
55,144,104,136,124,109
55,143,106,135,126,110
54,143,103,134,128,110
55,144,101,132,127,107
55,143,101,129,123,105
