a0,a1,a2,a3,a4,a5
53,123,105,153,132,112
54,122,101,151,125,101
54,122,93,146,116,96
54,123,91,139,114,99
54,122,93,132,116,103
54,123,94,125,119,107
54,122,96,119,120,111
54,123,100,114,123,116
54,122,106,111,125,121
54,122,113,115,118,119
54,122,114,120,111,114
54,122,114,127,112,113
54,122,114,134,116,112
54,122,114,142,118,107
54,122,110,148,121,103
54,122,106,153,127,107
54,122,104,155,132,111
54,122,106,154,130,106
54,122,97,150,120,97
54,122,92,143,117,98
54,122,92,136,117,101
54,122,93,128,118,104
54,122,94,121,120,109
54,122,97,116,120,112
54,122,102,113,120,118
53,123,109,113,118,119
54,123,114,117,114,117
54,122,115,122,111,117
54,122,117,130,113,116
54,122,115,138,118,110
54,122,112,147,122,104
54,122,105,152,124,102
54,122,103,155,129,108
53,122,104,154,132,110
55,122,103,152,127,102
54,122,94,147,119,96
54,122,92,139,117,100
54,123,93,131,116,103
54,122,95,124,118,107
53,122,97,119,117,111
54,123,100,115,114,116
54,122,105,115,118,122
54,122,111,115,118,118
54,122,113,119,115,114
54,122,115,126,116,114
54,122,115,133,121,113
54,122,114,141,125,109
54,122,110,148,126,103
54,122,105,152,127,105
54,122,104,154,125,109
54,122,107,154,125,108
54,122,99,152,116,98
53,122,93,145,116,97
54,122,91,137,119,100
54,122,92,129,119,103
54,122,93,121,119,108
54,122,98,116,121,112
54,122,102,113,121,119
54,122,107,112,119,120
54,122,113,117,112,117
54,122,114,122,109,113
54,122,114,129,117,112
54,122,114,137,120,111
54,122,113,144,120,106
54,122,107,151,121,103
54,122,104,154,128,107
54,122,103,154,134,110
53,123,104,151,130,105
54,122,97,147,120,98
54,122,93,141,121,99
54,122,92,133,117,101
54,122,93,126,112,104
54,123,95,120,115,110
54,122,98,116,119,115
54,122,105,114,123,119
55,122,111,116,117,119
54,122,114,119,113,115
53,122,114,124,114,114
54,122,114,132,118,113
54,122,114,139,120,109
54,122,110,147,120,103
54,122,103,152,121,104
54,122,104,154,127,108
55,123,106,152,133,110
54,122,101,150,127,100
54,122,94,144,120,97
55,122,92,137,117,100
54,122,92,131,115,102
54,122,93,124,117,107
54,122,96,118,120,112
54,122,101,115,122,118
54,122,108,115,121,121
54,122,114,116,115,117
54,122,112,121,111,113
54,122,114,127,115,113
54,122,115,134,120,113
54,122,113,142,122,107
54,122,108,149,121,103
54,122,105,153,124,107
54,122,104,154,128,109
55,122,106,153,128,104
54,122,96,150,117,98
54,122,92,143,115,99
54,122,93,135,116,101
54,122,92,127,119,103
54,122,95,120,125,110
54,122,99,116,125,114
54,122,103,114,120,121
53,122,109,114,114,120
54,122,113,117,113,115
54,122,114,123,113,113
54,122,114,130,116,112
54,122,114,138,118,110
54,122,112,145,118,105
54,122,107,152,125,105
54,122,105,154,133,109
53,121,104,155,137,108
53,121,100,153,125,100
54,122,94,148,111,96
55,122,92,140,110,99
54,123,92,131,113,102
54,121,93,123,120,106
54,123,96,116,124,112
54,122,101,113,124,119
54,122,107,112,120,120
54,123,110,117,116,118
54,122,113,121,112,114
54,122,114,128,115,113
54,122,114,135,118,111
54,122,113,142,118,108
54,122,111,148,120,103
54,122,105,152,125,106
54,122,104,153,131,109
54,122,107,152,133,107
54,122,97,150,120,97
54,122,93,144,117,97
53,122,93,137,118,102
54,122,93,129,117,103
54,122,93,122,118,108
54,122,97,116,119,114
54,122,103,112,122,121
54,122,111,111,119,121
53,122,115,116,115,115
54,122,113,122,112,113
54,122,114,129,116,112
54,122,114,137,119,111
54,122,113,144,121,106
54,122,108,151,124,105
54,122,105,155,127,109
54,123,105,154,133,110
55,122,102,153,126,101
54,122,95,149,117,96
54,122,93,141,116,99
54,122,92,132,115,102
54,122,92,124,117,107
54,122,96,117,121,111
54,122,100,114,123,116
54,122,105,112,121,120
53,122,111,116,115,120
54,122,114,120,112,115
54,122,113,125,114,112
54,122,113,132,117,111
54,122,113,140,118,107
54,122,109,147,119,103
54,122,106,152,123,105
54,122,106,155,129,111
54,123,108,155,133,110
54,122,100,152,123,99
54,122,92,146,115,95
54,122,90,136,119,99
54,122,93,127,126,104
54,122,95,120,127,109
54,123,98,116,125,113
54,122,102,114,117,119
54,122,108,115,112,120
54,122,111,117,108,117
54,122,114,123,109,114
54,122,114,129,114,113
54,122,115,136,118,111
54,122,112,144,121,105
54,122,107,149,122,103
54,122,105,153,126,108
54,122,104,153,134,112
54,122,106,152,129,105
54,122,96,148,120,96
54,122,91,142,118,98
54,122,92,134,115,102
54,122,94,127,116,104
54,122,95,121,121,111
54,122,99,116,119,116
54,122,104,114,120,119
54,122,109,114,117,121
54,122,112,116,115,114
54,122,113,122,116,114
54,122,115,129,117,112
54,122,114,138,119,110
54,122,111,146,122,105
54,122,106,152,124,105
54,122,104,155,126,108
54,122,106,155,131,109
54,122,101,153,122,101
54,122,93,147,116,96
