a0,a1,a2,a3,a4,a5
95,147,103,130,103,109
96,147,103,132,104,104
95,147,102,135,102,100
95,147,101,136,102,98
92,146,101,138,101,97
94,146,102,139,101,97
94,147,102,138,100,100
94,147,103,136,100,112
95,147,104,136,100,117
94,147,104,136,99,117
95,147,105,136,94,115
95,147,105,135,92,114
95,147,106,133,92,116
94,147,105,131,93,116
94,147,105,129,95,113
95,147,104,128,97,109
94,147,103,128,100,110
94,147,103,130,102,109
94,147,103,132,103,104
93,147,101,136,102,98
92,146,101,138,101,97
94,146,102,139,101,97
94,147,102,138,100,100
94,147,103,137,99,106
94,147,104,136,100,112
94,147,104,136,102,118
94,147,105,136,95,119
94,147,106,135,92,116
94,146,105,134,91,114
94,147,105,132,94,116
94,147,105,131,94,115
94,147,104,129,95,113
94,146,104,128,96,110
94,147,104,129,100,108
94,147,103,130,105,107
95,147,103,134,104,102
95,147,101,137,102,96
95,147,101,139,103,97
94,147,102,139,102,98
94,147,102,138,100,102
94,147,103,137,98,109
94,147,104,136,97,116
95,147,104,136,99,118
94,147,105,136,97,116
95,147,105,135,94,114
95,147,105,134,91,115
94,147,105,131,91,117
95,148,105,128,91,114
95,147,104,126,96,111
95,147,104,125,102,109
95,147,103,128,107,108
95,148,103,132,106,104
96,148,102,136,102,99
95,147,101,139,98,96
95,147,102,139,98,98
95,148,102,139,100,101
95,148,103,138,102,105
95,148,103,137,102,111
95,148,104,136,100,117
95,148,104,136,96,117
95,148,105,136,94,115
95,148,105,134,92,115
96,148,106,132,92,116
96,148,105,130,93,115
96,148,105,129,95,114
96,148,104,128,99,111
96,148,103,129,101,108
96,149,103,130,102,107
96,148,102,133,103,104
96,149,101,136,100,98
96,148,101,138,101,97
96,149,102,139,100,98
96,148,103,138,99,101
95,148,103,137,101,107
96,148,104,136,101,114
96,149,104,136,100,119
96,148,105,137,95,117
96,148,105,136,88,114
96,149,105,133,92,114
96,148,105,130,95,115
96,149,105,127,97,114
96,149,105,126,97,113
96,149,105,127,99,111
96,149,104,129,103,108
96,149,102,133,102,106
96,149,102,136,101,101
96,149,101,139,101,96
96,149,101,139,101,96
96,148,102,138,99,98
96,149,102,137,99,104
96,149,103,135,101,110
96,149,104,135,102,118
96,148,105,135,96,117
96,148,105,136,91,115
96,149,105,135,92,115
96,148,105,134,94,115
96,149,105,132,96,115
96,148,105,129,96,115
95,148,104,128,95,112
96,148,103,128,97,106
96,149,103,130,104,108
96,148,103,132,105,106
95,148,102,135,102,100
96,148,101,138,100,97
95,148,102,139,100,98
96,149,102,138,99,97
96,149,102,137,100,105
96,149,103,136,102,115
96,149,104,136,100,117
96,149,104,136,97,118
96,149,105,135,94,117
96,149,106,134,91,113
96,148,105,132,92,116
96,148,105,130,94,117
96,149,105,129,96,110
96,148,104,128,98,109
96,148,103,129,102,111
96,149,102,131,103,108
96,149,103,134,103,102
96,148,101,137,101,94
97,148,101,138,100,97
97,149,102,138,99,100
97,149,102,137,101,104
96,149,103,136,102,109
97,149,104,136,101,115
97,149,104,137,98,118
97,149,104,136,96,116
97,149,105,136,92,114
97,148,106,134,91,116
96,149,106,132,93,116
96,149,105,130,95,114
96,149,105,128,98,110
96,149,104,128,100,108
96,148,103,129,100,109
96,149,103,132,102,105
96,149,101,135,100,101
96,149,101,136,101,97
96,149,102,137,101,97
96,148,102,137,102,100
97,149,102,137,100,104
96,149,103,137,101,111
96,149,104,137,101,117
96,149,104,137,98,117
96,149,105,136,93,116
96,148,105,134,90,115
96,148,106,131,93,117
96,148,106,129,95,116
96,148,105,128,96,112
96,149,104,127,96,109
96,149,103,128,99,109
97,148,103,130,104,108
96,149,102,134,106,106
96,149,101,137,104,99
96,148,101,139,101,95
95,149,101,139,99,98
96,148,102,137,99,102
96,149,103,136,101,107
96,149,104,135,101,114
96,149,104,135,100,118
96,149,104,136,95,114
96,149,106,136,92,114
96,149,106,134,92,118
96,149,105,133,94,116
96,149,105,131,96,116
96,149,104,129,97,111
96,149,104,129,98,109
96,149,103,129,101,108
96,149,103,132,104,106
96,148,102,134,102,101
96,148,100,136,100,96
96,149,101,137,101,98
97,148,103,138,101,99
96,149,103,138,101,103
95,148,103,137,101,110
96,149,104,137,100,117
96,148,104,137,97,120
96,149,106,137,93,116
96,149,106,136,91,113
96,149,106,133,92,115
96,149,105,131,91,116
96,149,104,128,93,115
96,149,104,126,98,112
96,149,104,126,102,108
96,149,103,129,104,108
96,149,103,132,104,104
96,149,102,136,102,98
96,150,101,138,101,96
96,149,102,139,101,97
96,149,102,139,101,100
96,149,103,138,100,107
96,149,104,137,100,113
96,149,103,136,101,118
96,149,104,136,95,118
96,149,106,135,92,115
96,149,106,133,92,115
96,149,106,131,93,116
96,149,105,130,94,115
96,149,104,129,97,112
96,149,104,129,98,109
96,149,103,130,100,108
96,149,102,132,101,107
96,148,102,134,100,102
96,149,101,136,101,96
97,150,101,137,104,97
96,149,102,137,104,98
96,149,102,137,101,103
96,149,103,136,98,109
96,149,104,136,99,115
96,149,104,137,97,117
96,149,105,136,96,116
96,149,105,136,93,114
96,149,106,134,91,115
96,149,105,131,93,116
96,149,105,129,95,115
96,149,105,129,97,113
96,149,104,129,99,109
96,149,103,130,103,108
96,149,102,133,101,104
96,149,102,136,102,100
96,149,101,138,101,97
96,147,101,138,100,97
96,148,102,138,99,97
96,149,102,136,100,104
96,149,104,135,101,115
96,149,105,135,100,119
97,149,104,136,96,117
96,149,105,135,94,114
96,149,105,134,94,115
96,149,106,133,92,116
96,149,105,131,91,114
96,149,105,130,95,113
96,149,104,128,100,111
96,149,103,129,101,110
96,149,103,130,102,110
96,149,103,133,101,104
96,149,101,136,101,96
97,149,101,137,103,95
96,149,101,138,102,98
95,149,102,137,100,102
97,149,103,136,100,107
96,149,104,136,101,114
96,149,104,136,100,118
96,149,105,137,96,117
96,149,105,136,92,115
96,149,106,135,90,116
96,149,106,132,91,117
96,149,105,130,94,116
96,149,104,129,97,111
96,149,104,128,100,108
96,149,103,129,102,108
96,149,103,131,104,105
96,149,102,134,102,101
96,149,101,136,101,96
96,149,101,137,101,97
96,149,102,137,101,99
96,149,103,137,100,104
96,149,103,137,100,110
96,149,104,137,100,116
96,149,104,136,97,119
96,149,104,137,95,117
96,149,105,136,92,114
96,149,105,134,92,115
96,149,106,131,91,115
96,149,105,129,96,114
96,149,104,127,98,111
96,149,103,127,99,108
96,149,102,128,100,107
96,149,102,130,104,105
96,149,102,134,102,100
96,148,101,137,102,96
96,149,101,138,102,98
96,148,102,139,101,101
96,149,103,138,98,105
96,149,104,137,97,112
96,149,104,137,99,117
96,149,104,137,97,118
96,149,105,135,95,116
96,149,105,134,93,115
96,149,106,132,93,115
96,149,105,130,94,115
96,149,105,128,96,113
96,149,104,128,96,109
96,149,103,128,100,108
97,149,103,130,105,108
96,149,103,134,105,105
95,149,102,137,101,97
96,149,101,139,100,95
96,149,102,139,101,98
96,149,103,138,99,103
96,149,103,137,99,109
96,149,103,136,101,116
96,149,104,136,99,120
96,149,105,136,95,116
96,149,105,135,91,114
96,149,106,133,91,115
96,149,105,132,93,116
96,149,105,130,95,116
96,149,104,129,97,112
96,149,104,129,97,108
96,149,103,130,102,107
96,149,103,133,107,105
96,149,102,136,104,100
96,147,101,138,100,96
96,149,101,138,96,97
96,149,101,136,96,99
96,149,102,134,98,106
96,149,104,132,99,113
96,149,105,132,102,117
96,149,104,135,99,118
96,149,105,136,96,116
96,149,105,136,93,115
97,149,106,135,92,115
96,149,105,133,94,115
96,149,105,131,96,114
96,149,104,129,97,110
96,149,103,129,100,109
96,149,103,130,102,108
96,149,102,132,103,103
96,149,101,135,102,97
96,149,101,137,101,97
96,149,101,138,101,97
96,148,102,138,100,103
96,149,103,138,99,108
96,149,104,137,99,113
96,149,104,136,100,117
96,149,105,136,94,117
96,149,106,135,92,114
96,149,106,133,92,115
96,149,106,132,94,116
96,149,105,130,94,116
96,149,105,129,94,112
96,149,104,128,97,109
96,149,103,129,102,108
96,148,103,131,106,106
96,149,103,134,105,103
96,150,101,137,101,96
96,149,101,138,100,95
96,148,102,138,101,98
96,149,102,138,100,104
96,149,103,136,99,110
96,149,104,136,100,117
96,149,104,136,99,118
96,149,106,136,95,116
96,149,105,135,92,114
96,149,105,133,93,117
96,149,106,131,93,116
96,149,106,129,94,113
96,149,105,128,97,111
96,149,104,129,100,108
96,149,103,131,103,108
96,149,102,133,104,104
96,149,101,136,100,99
96,149,101,138,98,97
96,149,101,138,101,99
96,149,102,137,102,99
96,149,102,136,101,104
96,149,104,135,100,113
96,149,105,135,99,118
96,149,105,136,98,119
96,149,105,137,94,115
96,149,105,135,91,114
96,149,106,133,93,116
96,149,105,131,94,114
96,149,105,129,96,111
96,149,104,128,97,109
96,149,103,128,97,109
96,149,102,129,104,109
97,149,103,132,104,102
96,149,102,135,102,96
96,149,101,138,101,97
96,149,101,139,95,98
96,149,102,138,98,104
96,149,103,136,103,108
96,149,104,135,103,114
96,149,105,135,101,118
96,149,106,136,97,116
96,149,105,135,93,115
96,149,105,134,91,116
96,149,106,132,92,116
96,149,105,131,96,117
96,149,105,129,97,112
96,149,104,129,98,107
96,149,103,130,101,107
96,149,103,132,103,105
96,150,102,134,103,101
96,149,101,136,101,97
96,149,101,138,101,97
96,150,102,138,100,99
96,149,102,137,100,104
96,150,103,136,100,112
96,149,104,136,100,117
96,149,104,136,97,116
96,149,105,136,94,115
96,149,105,135,92,115
96,149,106,133,92,116
96,149,106,131,95,116
96,149,105,129,97,113
96,149,104,128,97,111
96,149,104,129,98,111
96,149,103,130,103,107
97,149,103,134,103,102
96,149,101,136,102,96
96,149,100,138,102,96
97,149,101,138,101,97
95,149,102,137,101,101
96,149,103,136,98,107
96,149,104,135,100,114
96,149,105,135,101,120
96,149,105,137,94,117
96,149,105,136,92,114
96,149,105,134,89,115
96,149,105,132,91,116
96,149,105,130,96,115
96,149,105,128,99,112
96,149,104,128,100,109
96,149,103,129,102,108
96,149,102,132,104,107
96,149,102,135,103,101
96,149,101,137,100,96
96,149,101,138,101,97
97,149,102,138,100,98
96,149,102,137,99,103
96,149,103,136,99,109
96,149,104,136,100,116
96,149,105,136,98,119
96,149,105,136,95,117
96,149,106,135,93,114
96,149,106,133,93,115
96,149,106,131,91,115
96,149,105,129,94,113
96,149,104,128,97,112
96,149,104,128,101,110
96,148,103,130,103,108
96,148,103,133,104,105
96,149,101,136,101,99
96,149,100,138,100,95
96,148,101,138,99,98
96,149,102,138,100,103
96,149,102,137,102,104
96,149,104,136,101,109
96,149,104,136,99,116
96,149,105,136,97,118
96,149,105,136,94,117
96,149,106,134,93,115
96,149,106,133,93,115
96,149,106,131,94,116
96,149,105,130,95,116
96,149,104,129,96,108
96,149,103,129,99,106
96,149,103,130,105,106
96,149,103,132,104,104
96,149,101,135,103,99
96,149,101,138,102,97
96,148,101,138,100,96
96,149,102,138,99,101
96,149,103,137,99,108
96,149,104,136,99,116
96,149,104,135,96,117
96,148,106,135,96,117
96,149,106,135,92,116
96,149,106,133,90,116
96,149,106,131,94,115
96,149,105,129,95,114
96,149,104,127,98,111
96,149,104,128,100,109
96,149,103,129,101,108
96,149,103,132,104,106
95,149,102,135,104,101
96,149,101,138,102,97
96,149,101,139,101,98
96,149,101,139,100,98
96,149,102,138,99,103
96,149,103,136,99,110
96,149,104,135,100,117
96,149,105,135,98,119
96,149,106,135,94,116
96,149,106,135,92,115
96,149,106,133,93,116
96,149,106,132,94,115
96,149,105,130,96,113
96,149,104,129,97,110
96,149,103,129,100,109
96,149,103,130,105,109
96,148,102,133,102,104
96,149,101,135,100,97
96,148,100,137,102,96
96,148,101,138,101,98
96,149,102,138,99,101
96,149,103,137,100,106
96,148,104,136,100,114
96,148,104,136,99,118
96,149,105,136,96,117
96,149,105,135,93,115
96,148,106,134,92,116
96,149,106,132,93,116
96,148,105,130,94,115
96,148,105,129,95,112
96,148,104,129,98,109
96,148,103,129,101,109
95,149,103,131,104,106
97,149,102,134,103,101
96,148,101,136,101,97
95,149,101,138,101,97
95,149,102,138,100,98
95,149,102,138,100,102
95,148,103,137,100,110
95,148,104,136,100,117
96,148,104,135,99,118
95,149,105,136,95,116
96,148,106,135,92,115
96,148,106,133,92,116
96,148,106,131,95,116
96,148,105,130,95,114
96,148,105,129,96,112
96,148,104,130,98,109
96,148,103,132,101,108
96,149,103,134,104,105
96,149,101,135,100,98
96,148,100,137,100,95
96,148,101,137,101,97
96,149,101,136,101,99
96,148,102,135,101,105
96,148,103,134,101,112
96,148,104,135,101,118
96,148,105,136,96,119
95,148,106,137,93,115
96,148,106,136,91,114
96,148,106,134,92,115
96,148,106,131,94,116
96,148,105,129,96,113
96,148,104,128,98,110
96,148,103,128,100,109
95,148,102,130,104,107
96,148,103,134,103,102
95,147,101,136,103,97
95,148,100,138,101,97
96,148,101,139,99,98
96,148,102,138,98,101
95,148,103,137,101,108
96,148,104,136,101,117
95,148,104,136,98,117
96,148,105,136,96,115
96,148,105,136,92,114
95,148,105,134,92,116
96,148,106,132,93,117
96,148,106,130,94,116
96,148,105,129,96,112
95,148,104,129,98,107
96,148,103,129,101,107
96,148,103,133,103,106
96,148,102,135,102,101
96,148,100,137,101,97
96,147,101,137,102,98
95,147,102,137,103,99
96,147,102,137,102,103
96,147,103,137,100,110
96,147,104,137,100,116
96,148,105,138,96,119
96,148,105,138,94,116
96,148,106,137,92,116
96,148,106,135,89,116
96,148,105,131,86,115
96,147,105,127,92,113
96,148,104,124,99,111
96,148,104,124,103,109
96,147,103,127,103,108
96,148,102,131,105,103
96,148,101,135,107,98
96,147,101,139,105,96
95,147,101,141,102,98
96,147,102,141,98,102
96,147,102,140,96,106
96,147,103,138,97,112
96,147,104,136,98,119
96,147,105,135,96,119
96,147,105,133,93,114
96,147,105,131,91,114
96,147,106,128,92,116
96,147,106,127,96,117
96,146,105,128,99,113
96,147,104,129,99,107
96,147,103,131,100,107
95,146,103,134,105,108
96,147,102,136,107,104
96,145,100,139,103,97
96,147,100,139,98,95
96,147,101,139,98,98
96,147,102,139,99,104
96,147,102,137,101,109
96,146,104,135,98,114
96,146,103,133,92,116
96,147,105,131,95,116
96,147,106,129,101,117
96,147,107,129,100,117
96,147,106,131,95,115
96,147,105,131,90,114
96,147,104,131,84,112
96,146,104,131,88,111
96,146,103,131,102,110
97,146,103,133,106,107
96,147,102,136,99,99
96,147,100,137,99,96
96,147,100,138,110,95
96,147,100,137,122,97
96,147,102,137,115,104
96,147,103,137,98,112
96,147,104,137,91,117
96,147,104,136,91,117
96,148,106,136,91,116
96,147,106,135,89,117
96,148,107,134,83,116
96,148,106,131,77,115
96,148,105,129,89,113
96,148,104,128,103,112
96,148,103,128,111,111
97,148,103,129,119,106
96,149,102,132,120,101
96,148,100,134,106,95
97,148,100,135,94,96
97,148,101,136,101,99
97,148,102,137,110,102
97,148,103,138,91,106
97,148,103,138,75,115
97,148,104,139,80,118
97,148,104,138,82,115
97,148,105,136,98,114
97,148,106,132,121,119
97,148,107,129,122,118
97,148,107,128,98,116
97,148,105,127,73,111
97,148,103,127,91,110
97,149,104,129,115,111
98,149,104,133,117,104
97,149,101,137,100,99
97,149,100,139,72,96
97,149,100,140,51,96
97,149,100,138,84,97
97,149,101,136,132,105
99,149,104,135,157,114
99,149,106,136,142,119
99,149,106,137,101,117
99,149,105,138,73,112
98,149,104,136,71,111
98,149,105,133,94,114
98,149,105,130,108,116
98,148,106,128,92,115
98,149,105,127,74,112
98,149,104,127,70,109
98,149,103,128,97,107
98,149,102,131,113,105
98,149,102,134,100,101
98,149,101,136,90,96
98,148,99,137,81,93
99,149,100,136,73,101
98,149,105,137,124,113
98,149,107,140,186,115
99,149,104,142,139,112
99,149,102,141,97,111
98,149,103,137,106,113
98,149,106,133,99,115
98,149,107,128,55,117
98,149,106,124,66,118
99,149,106,123,56,117
98,149,107,124,51,112
98,149,104,128,67,107
98,149,102,132,78,104
99,150,100,135,96,103
99,149,102,137,124,102
98,149,103,140,173,97
99,149,101,141,211,95
98,149,100,140,177,103
97,149,102,140,77,112
98,149,104,139,32,116
98,149,104,139,65,116
