a0,a1,a2,a3,a4,a5
67,150,102,133,116,113
66,150,102,131,107,105
67,150,100,129,104,103
67,150,101,129,103,105
67,150,103,129,101,105
66,150,103,130,102,103
67,150,104,132,109,105
67,150,106,134,121,115
66,150,112,137,129,115
66,150,103,137,127,105
67,150,102,136,132,105
66,150,105,136,137,107
66,150,106,137,137,108
65,149,106,138,135,111
66,150,106,140,132,116
66,150,105,139,127,118
66,150,104,136,119,114
66,150,102,133,111,107
65,150,101,130,104,103
65,149,102,128,101,104
65,150,102,127,100,105
65,150,101,127,102,104
65,150,102,128,108,104
66,150,105,131,116,108
65,150,110,135,127,118
67,150,109,137,129,110
67,150,103,139,129,104
67,150,104,140,133,106
68,150,105,140,135,107
67,150,105,140,134,108
66,150,105,139,134,112
67,150,105,138,131,119
67,151,106,137,126,120
67,150,103,133,116,111
67,150,101,132,108,104
67,150,101,130,103,103
67,150,101,129,102,104
67,150,102,128,101,105
67,150,102,129,102,103
67,150,104,130,110,104
67,150,106,132,120,113
68,151,112,136,131,117
67,151,105,138,127,107
67,151,103,139,130,106
67,151,105,140,133,106
67,151,105,140,134,106
71,151,105,139,135,109
72,151,105,138,132,114
72,151,105,136,129,119
72,151,104,134,122,116
72,151,102,131,114,109
71,151,101,130,105,103
72,151,101,129,102,104
71,151,102,129,101,105
72,151,102,129,101,104
72,151,102,130,106,103
72,151,104,132,114,107
72,151,106,134,125,117
72,151,109,137,129,112
71,151,103,138,128,105
71,151,104,139,130,106
72,151,105,138,134,107
71,151,106,138,137,108
71,151,105,138,136,111
72,151,105,138,132,116
72,151,105,137,128,118
72,151,105,136,119,114
72,151,101,133,108,109
72,151,100,131,102,104
72,151,101,129,101,103
72,151,102,128,101,104
72,151,102,128,103,102
72,151,103,129,109,103
72,151,105,131,118,110
72,151,110,135,130,119
72,151,106,137,129,108
72,151,102,139,130,105
72,150,104,140,133,107
72,151,105,140,135,107
72,151,105,140,135,110
72,151,106,140,133,114
72,151,105,138,129,119
72,151,104,135,124,115
72,151,101,133,115,110
72,151,101,130,106,104
72,151,101,128,102,104
72,151,101,128,101,105
72,150,102,128,102,105
72,151,103,129,105,104
72,151,104,131,112,106
72,151,105,132,126,117
72,151,111,136,130,114
72,151,104,138,129,104
73,151,103,139,133,105
73,151,106,140,136,107
74,151,105,140,135,107
73,151,105,140,133,111
73,151,105,139,131,116
72,151,104,137,127,118
72,151,103,135,119,114
72,151,102,132,111,107
72,151,101,130,104,104
72,151,101,129,101,104
72,151,101,128,99,104
72,151,101,127,101,103
73,151,103,127,108,104
72,151,106,129,119,110
73,150,112,133,130,120
73,151,107,137,128,111
74,151,103,139,128,105
74,151,104,140,133,106
74,151,106,141,136,106
74,151,104,140,135,108
75,151,105,140,134,113
75,151,105,138,131,119
75,151,105,135,126,119
75,151,103,133,115,112
75,151,101,131,106,104
75,150,101,129,102,103
75,151,102,128,101,105
74,151,102,129,101,103
75,151,102,129,105,103
75,151,104,131,112,106
75,151,107,133,123,115
75,151,112,136,131,115
75,151,104,138,128,106
75,151,103,139,130,106
75,151,104,139,134,108
75,151,105,139,135,108
76,151,105,139,134,110
76,151,106,139,132,114
76,151,104,137,130,119
76,151,102,134,120,115
76,151,102,131,111,107
76,151,101,129,104,103
75,151,101,128,102,105
76,151,102,128,101,105
76,151,102,129,102,103
76,151,103,130,107,103
76,151,105,132,115,108
76,151,111,135,128,119
76,151,108,137,129,111
76,151,102,138,129,104
76,151,104,139,133,106
76,151,106,140,135,107
77,150,105,140,134,108
76,151,105,139,133,111
76,151,105,138,131,118
77,151,104,135,125,120
77,151,102,133,117,112
76,151,102,131,108,105
76,151,100,129,103,103
77,151,101,128,101,105
76,151,102,128,101,105
76,151,103,129,104,103
76,151,104,130,110,105
76,151,106,132,120,113
76,151,111,136,130,116
75,151,105,138,129,107
76,151,103,139,131,105
76,150,105,139,134,107
