a0,a1,a2,a3,a4,a5
91,146,105,134,92,116
91,146,106,133,90,115
91,146,105,132,90,114
91,146,104,131,94,111
91,146,103,129,99,108
91,146,103,129,102,109
91,146,103,131,104,107
91,146,103,133,104,105
91,146,102,135,102,100
91,146,102,137,102,99
91,147,102,138,101,100
91,146,103,138,100,103
91,146,103,137,100,108
91,146,103,137,101,113
91,146,103,136,100,116
91,146,104,137,95,116
91,146,105,136,92,113
91,146,105,134,89,113
91,146,105,131,91,114
91,146,104,128,94,114
91,146,104,127,96,111
91,146,104,127,98,108
91,146,103,129,102,109
91,146,104,131,105,106
90,146,103,135,103,103
91,146,102,137,102,99
90,146,102,138,102,100
91,146,102,138,101,101
91,146,103,137,101,105
91,146,103,136,100,110
90,146,104,136,100,115
91,146,104,136,99,116
91,146,104,135,94,114
91,146,104,135,91,113
91,146,105,133,91,114
91,146,105,132,93,115
90,146,105,130,95,113
90,146,104,130,97,110
90,146,103,130,99,108
90,146,103,131,103,107
90,146,102,133,105,105
91,146,102,135,103,101
91,146,102,137,101,99
90,146,102,137,99,100
90,146,103,137,99,101
91,146,103,136,100,107
90,146,104,135,101,113
90,146,104,135,100,117
90,145,104,136,95,116
90,146,105,136,93,114
90,146,104,135,91,114
90,146,105,133,92,115
90,146,105,131,94,114
90,146,104,130,95,111
91,146,104,129,97,109
90,146,103,129,101,108
91,146,103,131,105,107
91,146,102,134,104,104
91,146,102,136,102,99
91,146,102,138,102,99
91,146,102,138,101,101
91,146,103,137,100,105
90,146,103,137,99,108
91,146,104,136,100,114
91,146,104,136,99,117
91,145,104,136,95,115
91,146,105,135,91,113
91,146,105,134,91,114
91,146,105,132,93,115
91,146,105,130,95,114
91,146,104,129,93,110
91,146,103,128,96,107
91,145,103,129,104,107
91,146,102,131,106,105
91,146,102,133,104,101
91,146,102,136,102,100
91,146,103,138,102,102
91,146,103,139,100,103
91,146,103,139,100,105
91,145,103,138,99,110
91,146,103,137,100,116
91,145,104,135,97,116
91,146,105,134,94,114
91,146,105,133,91,114
91,146,106,132,91,114
91,146,105,130,92,114
91,146,104,130,95,112
91,146,104,129,97,109
91,146,103,130,100,108
90,146,103,131,104,107
91,145,102,134,104,104
91,146,102,136,102,100
91,146,102,137,102,100
91,145,102,137,101,100
91,145,103,137,100,104
91,145,103,137,100,109
91,145,104,136,100,114
91,146,104,136,100,116
91,145,104,136,96,114
91,146,105,135,92,113
91,146,105,134,91,114
91,146,105,132,92,115
91,146,105,130,94,114
91,146,104,130,96,111
91,145,103,129,98,108
91,146,103,130,102,108
91,145,103,132,104,107
90,145,103,135,104,102
91,145,102,137,102,99
91,145,102,138,99,99
91,145,102,136,99,101
91,146,103,134,101,106
91,145,104,133,102,111
91,145,104,134,102,116
91,145,104,135,97,116
91,145,104,137,93,114
91,145,104,137,91,113
91,145,105,135,92,114
90,145,105,132,93,115
90,145,105,130,95,113
90,145,104,129,97,110
90,146,103,128,99,107
90,146,103,130,104,108
90,146,103,132,104,104
91,145,102,135,103,101
91,145,102,137,102,101
90,145,102,138,100,100
90,145,103,138,100,102
90,145,103,137,101,107
90,145,103,136,101,113
90,145,104,136,100,117
91,145,105,135,97,115
90,145,104,135,93,114
90,145,105,133,89,114
90,145,105,132,92,114
90,145,105,131,94,113
90,145,104,130,95,111
90,145,103,129,98,109
90,145,103,129,100,109
90,145,102,131,103,107
90,145,103,134,105,103
90,145,102,136,103,99
91,145,102,137,102,100
90,145,103,138,100,101
90,145,103,138,99,105
90,145,103,137,99,109
90,145,104,137,101,115
90,145,104,136,100,117
90,145,105,136,95,115
90,145,104,135,91,113
90,145,105,132,90,114
90,145,105,130,92,115
90,145,105,127,94,113
90,145,104,127,96,110
90,145,104,127,99,108
90,145,103,130,103,109
89,145,102,134,105,106
90,145,102,137,103,102
90,145,102,139,101,99
89,145,102,139,100,100
90,145,102,138,99,102
90,145,103,136,100,106
90,145,103,134,101,110
90,145,104,133,101,117
90,146,104,135,99,117
90,145,105,135,93,115
90,145,105,135,90,113
90,145,104,134,90,113
89,145,104,132,92,114
89,145,104,130,95,113
90,145,104,129,97,109
89,145,103,129,100,107
89,145,103,130,105,107
90,145,103,133,105,105
89,145,102,135,102,101
90,145,102,137,102,100
89,145,102,139,101,100
89,145,103,139,101,104
89,145,103,138,99,108
90,145,104,137,100,114
89,145,104,136,100,116
89,145,104,136,96,115
89,145,104,135,91,113
89,145,105,132,90,114
89,145,105,130,93,115
90,145,105,129,95,114
89,145,104,128,97,111
89,145,104,129,98,109
89,145,103,131,102,109
89,145,103,133,103,106
89,145,102,136,104,102
89,145,102,137,101,99
89,144,102,138,101,100
89,145,103,137,100,102
89,145,103,136,101,106
89,145,104,135,101,111
89,145,104,135,101,116
89,145,104,136,97,116
89,145,104,136,94,114
89,145,104,135,91,114
89,145,105,133,92,115
