a0,a1,a2,a3,a4,a5
54,147,106,137,120,98
54,139,102,138,118,99
54,147,100,138,118,103
54,150,102,137,54,132
54,133,98,137,114,100
54,133,98,136,115,103
53,132,98,136,119,108
54,133,100,135,122,112
54,132,103,133,123,117
54,132,108,132,120,122
54,132,112,130,118,119
54,132,113,130,116,116
54,134,116,129,118,114
54,132,117,130,119,111
54,132,115,132,118,105
54,133,112,134,122,107
54,131,110,134,130,109
53,132,111,136,133,103
54,133,102,137,121,97
54,132,99,137,114,97
54,133,98,137,114,100
54,133,98,136,115,103
53,132,98,136,119,108
54,133,100,135,122,112
54,132,103,133,123,117
54,132,108,132,120,122
54,132,112,130,118,119
54,132,113,130,116,116
54,132,115,131,117,116
54,132,117,130,119,111
54,132,115,132,118,105
54,133,112,134,122,107
54,131,110,134,130,109
53,132,111,136,133,103
54,133,102,137,121,97
54,132,99,137,114,97
54,133,98,137,114,100
54,133,98,136,115,103
53,132,98,136,119,108
54,133,100,135,122,112
54,132,103,133,123,117
54,132,108,132,120,122
54,132,112,130,118,119
54,132,113,130,116,116
54,132,115,131,117,116
54,132,117,132,119,113
54,132,116,132,119,106
54,132,113,134,120,106
54,133,111,135,127,107
54,133,111,135,134,108
54,133,108,137,123,101
54,132,100,137,112,94
54,132,97,136,113,97
54,132,99,136,117,102
54,132,99,136,118,104
54,132,100,136,118,109
54,132,102,136,120,115
54,132,104,134,120,122
54,132,109,133,121,121
54,132,112,131,115,116
54,132,113,130,115,115
54,132,113,129,120,115
54,132,115,130,123,112
54,131,114,131,125,105
54,131,112,133,127,107
54,131,111,135,128,110
55,132,115,137,130,105
54,131,107,138,117,94
54,132,99,137,111,92
54,131,96,136,113,95
54,131,97,135,114,101
54,131,99,134,119,107
53,131,101,133,125,112
54,131,104,133,125,120
54,132,108,132,123,122
54,132,111,131,118,120
54,131,113,131,113,117
54,131,114,131,110,116
54,131,115,130,108,114
54,131,115,130,110,108
54,131,114,131,116,106
54,131,111,133,132,109
54,132,110,137,141,109
54,131,110,138,131,99
54,131,102,139,121,91
55,132,98,138,123,92
54,132,97,137,121,97
54,133,99,135,117,104
54,133,100,134,120,110
54,133,102,134,123,116
54,133,106,134,118,123
54,133,109,133,105,123
54,133,111,132,105,118
54,133,112,131,111,118
54,133,115,131,115,117
54,132,117,131,121,112
54,133,116,131,124,104
54,133,113,132,133,105
54,133,111,134,144,109
54,133,112,136,140,107
54,132,106,137,114,95
54,133,99,137,105,90
54,133,97,136,110,95
53,133,98,135,117,99
54,133,99,135,118,106
54,133,101,135,119,112
54,133,103,135,119,119
54,132,107,131,118,123
54,133,111,132,121,122
54,133,112,131,122,119
54,133,114,130,121,119
54,133,115,130,120,116
54,133,115,130,119,109
54,133,114,131,120,102
54,133,112,133,124,106
54,133,110,135,130,108
54,133,111,138,125,98
53,133,102,138,115,90
54,134,98,136,116,94
54,133,99,135,117,100
54,134,100,135,118,103
54,134,100,135,119,108
54,133,102,135,121,114
54,134,104,135,121,122
54,133,109,132,119,126
54,134,112,131,116,121
54,134,112,130,116,120
54,134,115,130,118,119
54,134,116,130,120,114
54,134,116,131,120,104
54,134,113,133,121,103
54,134,111,135,127,106
53,134,111,137,132,105
52,134,108,139,123,95
54,134,100,138,115,89
54,134,98,137,115,95
54,134,98,136,116,99
54,134,99,135,117,105
54,134,100,134,120,110
54,134,101,134,124,119
54,133,106,131,126,124
54,134,111,131,121,126
54,134,113,131,114,121
54,135,113,131,113,118
54,134,115,131,116,116
54,135,116,132,120,110
54,134,115,133,121,102
54,134,113,134,123,105
54,134,112,135,123,106
54,135,112,137,126,99
54,135,103,137,121,91
52,135,98,136,119,91
54,135,97,136,125,96
54,134,98,135,125,100
54,135,99,135,121,108
54,135,102,135,121,115
54,135,104,134,119,123
54,134,108,134,113,127
54,135,110,131,112,122
54,135,112,130,110,120
54,135,115,130,105,119
54,135,116,130,108,115
54,135,117,131,117,106
54,135,114,133,127,102
54,135,111,134,134,105
53,134,112,136,139,107
54,135,110,138,132,96
54,135,101,137,127,89
53,135,98,137,124,95
54,135,98,137,114,98
54,135,98,137,113,102
54,135,99,136,117,109
54,135,101,135,119,117
54,135,105,133,120,126
54,135,109,133,119,125
54,135,112,130,116,121
54,135,115,130,117,122
54,135,118,131,120,119
54,135,117,132,119,111
54,135,115,132,113,100
54,135,112,134,117,102
54,135,111,135,123,105
55,136,112,136,132,103
54,135,106,136,122,93
54,135,99,136,115,90
53,135,98,136,116,95
54,135,98,136,120,99
54,135,98,137,127,106
54,135,100,136,122,112
54,134,103,134,119,122
55,135,107,132,114,126
54,134,112,131,111,126
54,134,114,130,113,122
54,134,115,131,118,120
54,134,117,132,122,115
54,134,116,133,121,105
54,134,113,133,122,100
54,134,111,133,126,104
54,134,110,133,132,106
53,134,110,136,130,98
54,134,102,135,118,89
54,134,98,136,115,94
54,135,98,136,114,99
53,135,99,136,115,103
54,135,100,136,119,108
54,135,100,135,121,114
54,135,104,133,123,123
54,135,109,133,119,126
54,135,112,130,116,123
54,134,114,130,116,121
54,134,116,130,118,120
54,134,117,131,121,113
54,134,116,132,120,103
54,134,113,134,123,102
54,134,110,135,127,104
55,132,112,138,131,105
54,134,106,137,121,93
54,134,99,137,114,89
54,134,97,136,116,94
54,134,98,136,117,100
54,134,99,135,117,106
54,134,101,135,118,113
54,134,103,134,120,121
54,134,106,133,121,126
55,134,111,130,119,124
54,134,112,129,115,120
54,134,115,130,118,120
54,133,116,131,121,118
54,134,117,132,122,109
54,134,114,133,123,101
54,134,112,135,123,105
54,135,111,137,128,106
55,134,112,137,126,99
54,135,103,138,117,90
54,135,98,137,115,91
54,135,97,136,116,96
54,135,98,135,117,102
54,135,99,135,119,110
54,134,102,134,121,116
54,134,104,133,122,124
54,134,109,132,120,125
