a0,a1,a2,a3,a4,a5
53,131,110,132,118,107
54,131,109,132,116,104
53,131,109,133,118,104
53,131,110,133,119,105
53,131,109,133,117,104
54,131,107,134,117,103
53,131,105,134,120,109
54,130,107,136,126,118
53,131,104,138,123,110
54,131,99,138,117,105
54,130,98,137,117,107
53,131,97,136,118,108
53,131,96,134,119,109
54,131,97,132,122,112
53,131,100,131,125,117
53,131,104,130,127,117
53,131,109,132,123,111
53,131,109,132,117,105
54,131,109,133,116,104
53,131,110,134,117,104
54,131,110,134,117,105
53,131,109,134,118,104
53,131,106,135,119,105
53,131,104,135,123,112
54,131,107,137,128,115
54,131,102,138,119,106
54,131,98,138,117,106
53,131,98,137,118,108
54,130,97,135,118,107
54,131,96,133,119,110
54,131,98,132,122,114
54,131,102,131,126,118
53,131,106,131,124,115
54,130,110,132,120,109
53,131,110,133,115,104
53,131,110,134,116,105
54,131,110,134,119,105
53,131,110,135,119,104
54,131,107,135,118,103
53,131,105,135,119,107
53,131,105,134,127,117
54,131,106,137,124,113
53,131,100,137,118,105
54,131,98,137,118,107
53,131,98,136,117,109
53,130,96,135,117,109
53,131,96,134,119,111
53,131,99,132,124,116
53,131,103,131,125,117
54,131,107,132,122,112
53,131,110,131,118,105
54,131,109,131,117,104
54,131,109,131,118,106
54,131,110,133,119,105
53,131,109,134,117,103
53,131,107,136,118,104
54,131,105,137,122,111
53,130,107,138,127,116
54,130,102,138,122,108
54,131,99,138,117,105
53,131,98,136,118,107
53,131,98,135,119,108
54,131,97,133,119,110
54,131,98,132,123,114
53,131,101,132,126,118
53,131,105,132,123,116
54,131,109,132,118,109
53,131,109,132,115,104
54,131,109,133,118,104
53,131,110,133,120,105
54,131,110,134,119,104
53,131,108,135,118,104
53,131,105,135,119,107
54,131,105,136,125,115
53,132,105,138,126,114
54,131,100,138,120,106
53,131,98,138,118,108
54,131,99,137,118,109
53,131,98,136,116,106
54,131,97,134,118,109
54,131,99,132,124,116
53,132,104,131,128,119
53,131,110,131,124,112
54,131,109,131,118,106
53,131,106,132,114,102
53,131,108,133,115,104
53,131,108,133,118,105
54,131,110,134,119,105
53,131,109,135,121,105
53,131,106,135,124,109
54,132,106,137,128,118
53,131,104,139,122,110
54,131,98,139,115,104
53,131,97,138,117,107
53,131,97,136,119,107
54,131,96,133,119,108
53,131,97,131,119,112
53,131,100,129,124,117
54,132,105,129,126,117
53,131,110,129,124,112
54,132,110,131,119,105
53,131,109,133,118,104
53,131,110,134,118,105
54,131,110,135,118,104
53,132,109,136,116,104
53,131,106,136,116,105
54,131,104,135,120,112
54,131,106,137,126,117
53,131,102,138,121,107
54,132,98,137,117,106
53,132,98,136,118,107
54,131,97,134,118,107
53,131,96,132,119,110
51,131,98,131,122,114
54,131,102,131,127,118
54,132,107,131,125,115
53,130,110,132,121,110
53,131,110,133,116,103
53,131,109,134,116,103
53,131,110,134,117,105
53,131,110,134,118,103
53,131,109,134,117,104
54,131,106,134,120,107
54,131,103,135,126,116
53,132,104,137,123,114
53,131,100,138,117,107
53,131,98,137,118,108
53,131,97,137,118,107
54,131,96,135,116,108
53,131,96,134,118,111
53,132,98,132,125,115
53,131,103,132,128,118
53,131,108,132,125,113
54,131,109,132,120,106
54,131,110,133,118,104
53,131,111,134,119,105
53,131,111,134,119,104
53,131,109,135,117,102
53,131,106,135,115,105
54,131,104,136,120,113
53,130,106,137,129,119
53,130,104,139,122,108
53,130,99,140,113,105
53,130,96,139,113,107
53,130,96,136,118,109
53,130,97,134,126,112
53,130,99,132,131,116
53,130,102,132,129,116
53,129,104,131,123,109
53,130,108,131,117,104
53,130,112,132,113,101
53,130,110,133,114,106
53,130,109,133,115,110
53,130,110,134,116,109
53,130,107,135,117,107
53,130,104,135,120,107
53,131,104,135,127,115
53,131,111,137,128,112
53,130,104,138,119,104
53,130,97,137,117,104
53,131,95,137,120,107
53,130,94,136,120,108
53,130,94,134,119,110
53,130,97,133,120,115
53,130,102,132,125,118
53,130,107,133,123,114
53,131,110,133,119,108
53,131,112,133,118,105
53,131,113,133,121,104
53,131,113,135,119,104
53,130,111,135,115,103
53,130,108,135,111,105
53,131,107,135,110,110
52,131,106,135,120,117
53,131,103,138,122,110
53,130,94,137,124,104
53,130,91,136,129,107
53,130,95,135,126,106
53,131,98,133,122,107
53,131,101,132,123,111
53,130,104,130,127,117
53,131,106,130,125,115
53,131,111,130,120,111
