a0,a1,a2,a3,a4,a5
55,144,103,131,121,105
55,144,103,131,120,106
55,144,104,131,120,108
55,144,104,132,120,110
55,144,104,133,120,112
55,144,104,133,118,112
55,144,104,134,116,111
55,144,104,135,114,109
55,144,104,136,115,111
55,144,104,137,116,110
55,144,104,137,118,109
55,144,103,137,122,109
55,144,104,136,123,109
55,144,104,135,126,108
55,144,104,133,126,108
55,144,104,132,124,107
55,144,103,131,121,105
55,144,103,130,120,105
55,144,104,131,120,107
55,144,104,131,120,109
55,144,104,132,120,111
55,144,104,133,121,112
55,144,104,134,118,112
55,144,104,135,115,109
55,144,104,136,113,109
55,145,103,137,113,109
55,144,103,136,116,110
55,145,104,136,120,110
55,145,104,135,121,109
55,144,104,135,125,109
55,144,104,134,129,109
55,145,104,133,128,107
55,145,104,133,124,104
55,144,103,133,121,105
55,144,104,132,118,105
55,144,103,131,118,107
55,144,104,131,119,109
55,144,104,131,120,111
55,145,104,132,119,114
55,145,104,134,116,111
55,144,104,135,114,109
55,144,104,137,113,109
55,144,104,138,116,110
55,144,104,138,119,110
55,144,104,138,121,110
55,144,104,137,123,109
55,144,104,136,125,109
56,144,104,134,126,109
55,144,104,132,125,106
55,144,103,130,122,105
55,144,103,129,121,105
54,144,104,129,119,106
55,144,104,130,119,108
55,144,104,132,121,110
55,144,104,133,122,113
55,144,104,135,119,111
55,144,104,136,115,110
55,144,103,136,112,109
55,144,104,136,115,110
55,144,104,136,118,111
55,144,104,137,121,110
55,144,104,137,122,108
55,144,104,136,123,109
55,144,104,134,126,109
54,144,105,133,126,108
55,145,104,132,123,105
55,144,103,131,121,105
55,144,104,130,120,105
55,145,104,131,120,107
55,144,104,132,120,109
55,144,104,133,120,110
55,144,104,134,120,112
55,144,104,135,116,111
55,144,104,136,114,109
55,144,104,136,114,109
55,144,104,137,117,112
55,144,104,137,118,112
55,144,104,137,119,109
55,144,104,136,121,108
55,144,103,135,125,109
54,144,104,133,128,108
54,144,104,132,126,107
55,144,104,132,123,105
55,144,104,131,122,105
55,144,104,132,120,106
55,144,104,132,119,108
55,144,104,133,119,110
55,144,104,133,120,112
55,144,104,134,119,112
55,144,104,133,116,110
55,144,104,134,113,108
55,144,103,135,114,109
55,144,104,136,117,111
55,144,104,137,119,112
55,144,104,137,121,110
55,144,104,137,124,108
55,144,104,136,127,108
55,144,105,134,127,108
55,144,104,133,124,105
55,144,103,131,121,104
55,144,103,130,120,105
55,144,104,130,120,108
55,144,104,131,119,110
55,144,104,133,119,111
55,144,104,133,120,113
55,144,104,134,117,110
55,144,103,135,115,109
55,144,103,136,114,109
55,144,104,136,116,111
55,144,104,137,117,110
55,144,104,136,119,109
55,144,104,136,122,109
55,144,104,135,125,109
55,144,104,134,127,109
54,144,104,133,126,108
55,144,103,132,123,105
55,144,103,131,122,104
55,144,104,131,120,105
55,144,104,131,119,106
55,144,104,132,119,110
55,144,104,132,120,113
55,144,104,133,119,112
55,144,104,135,116,110
55,144,104,135,114,109
55,144,104,136,114,110
55,144,104,136,116,111
55,144,104,137,119,110
55,144,104,137,121,109
55,144,104,136,123,108
55,144,104,135,126,108
55,144,104,134,127,108
55,144,104,133,125,106
55,145,103,131,121,105
55,144,104,131,121,106
55,144,104,131,120,106
55,144,104,132,120,108
55,144,104,133,119,110
55,144,104,134,120,113
55,144,104,135,117,112
54,144,103,135,114,109
55,144,104,136,113,109
55,144,104,136,115,110
55,144,103,136,118,111
55,144,104,136,120,110
55,144,104,136,122,109
55,145,104,135,123,108
55,145,104,134,128,110
54,144,105,133,127,108
55,145,104,133,124,105
55,144,103,133,123,105
55,144,103,133,120,105
55,145,103,132,117,106
55,144,104,131,118,109
55,144,104,131,120,112
55,145,104,132,120,113
55,145,104,132,115,110
55,144,104,133,112,107
55,144,104,134,115,109
55,145,104,136,118,111
55,145,104,138,120,111
55,144,104,139,121,109
55,145,104,139,122,108
55,145,104,137,125,109
55,145,103,135,127,108
55,145,104,132,124,108
55,145,103,131,122,105
55,145,104,130,121,104
55,144,104,130,120,105
55,144,104,132,119,108
55,145,104,133,119,110
55,144,104,134,120,112
55,144,104,134,117,112
55,145,104,135,116,110
55,144,104,135,114,109
55,144,104,136,115,109
55,144,104,137,117,110
55,144,104,137,120,110
55,144,104,136,122,109
55,144,104,136,123,109
55,144,104,135,126,110
55,144,105,134,126,108
55,144,104,133,124,105
55,145,103,132,120,104
55,144,103,132,120,104
55,144,103,131,121,106
55,144,104,132,120,109
55,144,104,132,119,111
55,144,104,133,119,113
55,144,104,134,117,112
55,144,104,135,114,109
55,145,104,135,112,108
55,145,104,136,115,110
55,144,104,136,119,110
55,145,104,136,122,109
55,145,104,136,123,109
55,144,104,135,125,110
55,145,105,134,126,110
55,145,104,134,126,107
54,145,103,132,122,105
55,145,103,132,121,105
55,145,103,131,121,105
55,144,104,132,120,107
55,145,104,132,119,110
55,145,104,133,120,111
55,145,104,133,119,111
55,145,104,134,115,111
55,145,104,135,114,110
55,145,104,136,115,110
55,145,104,137,117,110
55,145,104,137,119,110
55,145,104,137,121,109
55,145,104,136,122,108
55,145,104,135,126,109
55,145,104,134,127,109
55,145,104,132,125,105
55,145,103,131,121,104
55,145,103,131,120,105
54,144,104,131,120,107
55,145,104,132,119,109
55,145,104,132,119,110
55,145,104,133,120,113
54,144,104,133,118,112
55,145,103,133,115,110
55,145,104,135,113,110
55,144,104,136,115,111
55,144,104,137,117,110
55,144,103,138,121,108
55,144,103,138,122,107
55,144,104,137,124,108
55,144,104,134,125,109
55,144,105,133,125,108
55,144,104,131,123,106
55,144,103,131,121,105
55,145,104,131,121,105
55,144,104,132,120,107
55,144,104,133,120,109
55,144,104,133,120,112
55,145,104,134,119,112
55,144,104,134,117,110
55,144,104,134,114,109
55,144,104,135,114,111
54,144,104,137,116,111
55,144,104,138,119,110
55,144,104,138,121,109
55,144,104,137,123,108
55,144,104,136,126,109
54,144,104,134,127,108
55,144,103,132,123,106
55,144,104,129,121,104
55,144,103,128,121,105
55,144,104,129,120,107
55,144,104,130,119,109
55,144,104,132,120,110
55,144,104,134,121,112
55,144,104,136,118,113
55,144,104,136,115,110
55,144,104,137,113,109
55,144,103,137,115,110
55,144,104,137,117,110
55,144,104,137,119,110
55,144,104,136,122,109
55,144,103,136,125,109
55,144,104,135,126,109
55,144,105,133,126,108
55,144,104,133,123,105
55,144,103,132,122,105
54,144,103,132,120,105
54,144,104,132,119,107
55,144,104,133,120,109
55,144,104,134,119,111
55,144,104,134,119,113
55,144,104,134,116,110
55,144,104,133,113,108
55,144,104,132,114,108
55,144,104,133,118,110
55,144,104,135,120,111
55,144,104,137,121,110
55,144,104,138,122,109
55,144,104,138,124,109
55,144,105,136,125,109
55,144,104,133,126,107
55,144,104,131,123,105
54,144,104,129,120,105
54,145,104,129,114,105
55,144,104,130,116,108
55,144,104,132,121,110
55,144,104,134,123,113
55,145,103,134,118,111
55,144,103,134,117,110
55,144,104,134,118,110
55,144,104,134,119,109
55,144,104,135,120,110
55,144,104,136,120,110
