a0,a1,a2,a3,a4,a5
53,143,115,131,115,118
53,143,115,130,115,115
53,143,115,131,124,114
54,143,115,131,125,109
53,143,113,132,122,104
54,143,111,133,121,102
54,143,109,134,126,107
54,143,110,134,130,109
53,143,109,136,121,101
54,143,101,137,114,95
53,143,98,137,116,98
53,143,99,137,117,102
53,143,100,135,119,106
53,143,103,135,122,114
53,143,105,134,125,117
53,143,108,132,129,121
53,143,113,131,125,123
54,142,115,131,117,116
53,143,114,132,108,112
54,143,114,132,109,110
53,143,114,131,116,107
53,143,113,131,117,103
54,143,110,132,119,104
53,143,109,133,122,108
53,143,111,135,130,107
53,143,106,136,130,99
54,143,100,137,124,96
53,142,99,137,119,100
54,142,100,137,115,103
54,142,101,137,115,108
54,142,104,136,118,114
53,143,107,135,122,119
54,142,112,132,120,122
53,143,118,131,118,118
53,143,112,130,114,113
53,143,108,130,118,114
54,142,113,130,121,112
53,142,116,132,121,106
54,142,114,133,121,102
53,142,111,134,125,106
53,142,110,134,130,110
53,142,110,136,127,103
53,142,102,137,115,96
54,142,98,137,108,98
53,142,96,136,112,102
54,142,98,136,119,106
54,143,103,135,122,111
54,143,107,135,123,115
53,142,110,133,122,120
53,143,113,132,123,121
54,142,114,132,121,116
54,142,113,131,118,113
53,142,114,131,118,112
54,142,114,132,116,109
53,142,112,132,115,102
54,142,110,133,119,104
53,143,110,133,126,108
54,141,111,134,132,107
53,144,108,136,124,99
54,143,101,137,121,95
53,143,98,137,119,99
53,142,100,137,115,103
53,142,98,136,114,107
54,142,99,135,122,113
54,142,104,134,128,120
54,143,111,131,121,123
54,142,115,131,97,120
54,142,115,131,100,115
54,142,115,130,126,113
54,142,115,130,131,112
54,142,114,132,115,107
54,142,111,133,106,101
54,142,109,134,124,106
54,142,109,134,143,108
54,142,111,135,146,103
54,143,104,137,128,96
54,142,99,137,111,96
54,142,99,136,113,102
53,142,100,136,124,105
54,142,102,136,126,112
53,142,105,135,114,115
54,142,107,134,112,119
54,141,110,132,108,119
54,143,114,130,110,117
54,143,115,130,115,114
54,142,115,131,118,112
53,142,115,131,119,111
54,143,113,132,119,104
54,143,110,134,122,102
54,143,108,134,126,107
54,144,110,133,137,110
53,144,109,136,135,102
54,143,103,136,128,96
54,143,100,137,120,99
54,144,100,137,106,101
53,143,100,137,107,106
54,143,102,135,116,111
54,142,105,135,122,118
53,142,108,132,125,121
54,142,113,131,119,121
54,142,114,131,115,114
54,142,114,130,116,114
54,142,115,131,118,112
54,142,114,131,120,108
54,142,112,133,120,102
54,142,109,133,123,103
54,142,108,134,127,107
53,141,111,135,130,106
54,142,106,137,120,98
54,142,100,137,116,97
53,142,99,136,117,101
54,142,100,136,118,104
54,142,102,136,119,111
54,142,105,135,120,114
54,142,106,134,122,118
54,141,111,131,120,121
53,142,114,131,117,117
54,142,114,130,114,113
54,142,114,130,116,113
54,142,114,131,118,112
54,142,114,132,119,105
54,142,110,133,121,101
54,142,108,135,125,105
53,142,109,134,131,109
54,142,110,136,125,102
54,142,103,137,118,96
54,143,100,137,117,99
54,142,100,137,118,102
54,142,101,137,118,106
54,142,102,136,119,111
54,142,105,134,122,116
54,142,108,131,122,120
54,142,113,129,118,121
54,142,114,129,114,116
53,142,114,129,115,115
54,142,115,130,119,112
54,142,113,132,121,107
54,142,111,134,120,101
54,142,109,135,121,104
54,142,108,135,125,107
55,142,111,136,129,107
53,142,107,137,123,99
54,142,101,136,118,96
54,142,100,136,118,101
54,142,100,136,116,103
54,142,101,135,117,108
55,142,104,133,120,113
54,142,107,131,123,120
54,142,112,129,126,122
54,142,114,130,122,119
54,142,114,132,115,114
54,143,114,133,115,113
53,142,114,133,115,111
54,142,112,133,116,106
54,143,110,133,118,102
54,142,108,134,124,105
54,143,109,135,126,110
54,142,111,135,128,104
54,142,104,136,120,96
53,143,100,135,120,100
54,143,101,136,118,102
54,142,100,136,116,104
54,143,101,135,118,110
54,143,105,135,123,115
54,143,108,133,126,121
54,142,113,132,122,122
54,143,114,133,115,116
54,143,113,132,112,113
54,143,113,132,114,111
54,143,113,131,116,108
54,143,112,131,119,102
54,143,109,132,124,104
54,143,108,132,130,108
53,142,111,134,132,108
54,144,109,135,122,100
54,143,102,137,115,95
53,142,100,137,118,100
54,143,100,137,118,105
53,142,101,136,117,109
54,143,104,136,120,114
53,143,107,135,123,119
54,142,111,133,123,121
54,142,113,132,118,117
54,143,114,131,114,113
54,143,113,130,116,113
54,143,113,131,118,112
54,143,113,131,119,107
54,143,111,132,118,101
54,143,108,133,122,104
54,142,108,132,127,107
54,143,111,134,129,106
54,143,106,135,121,100
54,143,102,136,117,99
54,143,100,136,117,100
54,143,101,137,117,104
54,143,102,136,119,109
53,143,104,135,121,115
54,143,108,134,122,123
54,143,112,132,120,121
53,143,114,131,116,117
54,143,114,130,114,113
54,143,113,130,117,111
54,143,113,131,119,109
54,143,112,132,120,103
54,143,110,133,122,103
54,143,108,134,129,109
53,143,110,135,133,109
54,142,109,137,124,101
54,143,102,137,116,94
54,143,100,137,116,98
54,143,101,136,115,104
54,143,101,137,113,109
54,143,102,135,114,114
54,143,105,135,119,119
54,143,110,132,127,121
54,142,114,131,126,120
53,143,114,131,121,114
54,143,113,131,119,112
54,143,113,131,119,111
54,143,114,132,120,108
54,143,112,132,120,102
54,143,109,134,121,103
54,143,108,135,126,109
53,143,111,136,126,106
53,143,106,136,118,98
54,143,101,137,114,97
54,144,100,137,113,101
54,143,101,136,110,104
54,143,102,136,122,111
54,143,104,135,129,115
54,143,107,134,129,120
55,143,112,133,122,123
53,143,114,132,116,117
54,143,113,131,112,112
54,143,113,130,115,113
54,143,114,130,118,111
53,143,113,131,119,103
54,143,110,132,120,102
54,143,108,133,125,107
53,143,109,134,129,110
54,143,110,136,127,102
54,143,103,137,121,96
54,143,100,137,118,98
54,143,100,137,116,102
53,143,100,136,115,106
54,144,102,136,118,112
54,143,105,134,120,117
54,143,109,134,122,121
54,143,113,132,117,120
54,143,115,131,117,116
54,143,115,131,118,113
53,143,114,131,119,111
54,143,113,132,119,108
54,143,112,132,119,102
54,143,109,133,119,103
54,143,108,134,121,108
53,143,111,134,129,106
54,143,106,136,126,99
54,143,101,137,122,97
54,143,100,137,121,101
55,143,101,137,119,103
54,143,101,136,120,107
54,143,102,135,123,113
54,143,105,133,125,120
54,143,111,133,123,124
54,143,114,131,111,119
54,143,114,130,105,113
54,143,113,130,112,112
54,143,115,130,120,111
54,143,114,131,123,106
54,143,111,132,123,102
54,143,109,133,126,106
54,143,109,134,129,110
54,143,111,137,126,104
54,144,103,137,117,96
54,143,100,137,115,98
55,143,100,137,118,102
54,143,101,136,120,105
53,143,102,136,121,112
54,143,106,136,122,117
54,143,108,134,126,122
54,143,111,133,122,120
54,143,114,132,116,115
54,143,114,131,113,113
54,143,114,130,118,112
54,143,114,130,121,109
54,143,113,131,117,103
54,143,110,132,114,103
54,143,108,134,120,107
54,144,111,137,129,109
54,144,108,138,126,100
54,144,102,139,121,96
54,143,99,138,123,99
54,143,99,136,124,102
54,144,100,135,127,108
54,143,103,134,126,114
54,144,105,132,119,118
54,144,110,131,112,122
54,144,114,131,106,119
54,144,114,130,97,114
54,143,114,130,99,113
54,143,115,130,120,113
53,143,115,131,133,108
54,143,113,133,132,103
54,143,108,135,136,105
54,143,108,136,135,109
54,144,110,139,128,103
54,143,104,138,119,96
52,144,100,138,113,97
54,143,101,138,112,103
54,143,101,137,116,105
54,143,101,136,117,109
54,143,102,134,118,113
54,143,106,131,118,120
54,143,111,129,118,122
54,144,114,127,119,117
54,143,114,128,121,114
54,143,115,130,127,113
54,144,114,132,125,110
54,144,112,134,115,103
54,144,109,136,115,102
54,144,108,135,124,109
53,143,110,134,136,109
54,143,110,134,121,100
54,144,103,134,108,95
54,144,100,135,117,99
53,143,100,136,124,102
54,144,101,138,127,107
54,144,104,139,127,114
54,144,106,139,120,118
54,144,108,136,114,119
54,144,112,133,112,119
54,144,114,129,112,114
54,144,114,128,115,113
54,144,114,128,118,113
54,144,114,130,118,108
54,144,111,131,119,101
54,144,107,132,126,104
54,144,107,132,130,109
53,145,111,135,131,108
54,143,107,136,121,99
54,144,101,137,116,96
54,144,100,138,116,100
54,144,100,137,117,103
54,144,101,136,119,109
54,143,105,135,122,114
54,144,107,134,124,121
54,144,110,132,120,124
54,144,114,132,116,118
54,143,113,131,113,113
54,144,114,132,116,112
54,144,114,132,119,111
54,144,113,132,119,105
54,143,110,133,120,101
54,143,107,133,125,107
54,143,109,134,129,109
53,143,110,137,127,103
54,143,103,137,118,96
54,144,100,138,115,99
54,144,100,138,117,102
54,144,100,137,120,106
54,144,103,136,120,111
54,144,104,135,121,117
54,144,107,132,124,120
54,143,112,131,119,120
54,144,114,129,116,116
54,143,114,129,115,113
54,144,114,131,118,112
54,143,114,132,117,108
54,143,111,133,116,102
54,144,109,133,119,104
54,144,109,133,128,108
54,144,112,135,135,109
54,143,108,136,125,100
54,143,102,137,114,95
54,143,100,137,114,101
54,143,100,137,113,102
54,144,100,136,117,107
54,144,103,134,117,114
54,144,107,133,120,122
53,143,111,133,125,121
54,144,113,132,124,118
53,144,113,132,119,114
54,143,113,132,116,112
54,144,114,132,112,111
53,144,113,131,114,107
54,143,112,132,126,104
54,143,109,134,129,107
54,144,108,136,127,107
54,144,110,136,123,101
54,143,104,136,117,95
54,143,101,136,120,98
54,144,101,136,122,103
55,143,101,136,119,106
54,143,102,136,119,111
54,144,104,135,120,115
54,143,108,134,120,120
53,144,112,133,115,121
54,143,114,131,117,116
54,143,114,130,118,114
54,143,114,131,119,112
54,143,114,131,119,108
54,144,112,132,114,103
54,144,109,133,116,103
54,144,108,134,126,108
54,144,110,135,128,110
53,143,108,136,124,101
54,143,102,136,122,96
54,144,100,136,119,100
54,143,101,136,120,103
54,143,102,136,123,108
54,143,103,136,126,113
54,143,106,135,123,119
54,143,109,134,117,122
53,144,113,132,112,119
54,143,114,131,111,114
54,143,114,130,115,113
54,143,114,130,118,112
54,143,114,131,119,107
54,143,111,131,120,101
54,143,108,132,124,105
54,143,109,133,130,110
54,143,111,136,129,105
54,143,106,136,120,98
54,143,101,138,116,97
54,143,100,138,117,101
54,143,101,137,118,104
54,143,102,136,119,110
54,143,105,135,121,117
54,143,108,134,122,121
54,144,112,133,118,122
54,143,114,132,116,116
54,143,114,132,114,113
54,143,114,132,117,112
54,143,113,132,119,110
54,143,113,133,120,104
54,143,110,133,121,102
54,143,109,134,126,108
54,144,110,134,129,110
54,143,109,136,123,99
54,144,102,135,117,94
54,143,100,134,118,99
54,144,100,133,118,103
54,144,101,134,120,107
54,143,103,136,121,113
54,143,105,136,122,119
54,144,109,137,123,124
53,144,112,135,119,121
54,143,114,132,114,115
54,143,114,131,111,113
54,143,114,130,115,112
54,143,114,129,119,108
54,143,112,130,122,102
54,143,109,132,125,104
54,143,109,135,133,110
54,145,112,136,136,106
55,143,106,139,124,98
54,143,101,139,118,97
54,144,100,139,113,102
54,143,101,138,109,104
54,143,101,136,113,107
54,143,103,134,121,113
54,143,107,131,125,121
55,143,112,129,119,123
54,143,114,129,118,117
54,143,114,130,115,113
54,143,114,131,116,113
54,144,114,132,117,111
54,143,114,133,112,105
54,143,110,134,115,101
54,144,108,134,132,106
54,143,109,134,140,109
54,143,111,136,131,103
54,143,103,137,116,96
54,143,100,137,112,99
54,144,99,137,114,102
54,144,101,136,116,106
54,144,102,135,119,111
54,144,104,134,122,116
54,144,108,132,125,121
53,144,113,131,123,123
54,143,115,130,120,116
54,144,114,130,115,113
54,144,114,131,117,112
54,144,114,132,117,110
54,143,112,133,117,103
54,144,109,134,120,104
54,143,107,136,124,109
53,144,111,136,124,107
54,143,107,137,120,100
54,144,102,136,122,96
54,143,100,136,125,100
54,144,100,136,121,102
54,144,100,135,116,107
54,143,103,134,115,113
54,144,107,134,123,120
54,144,110,132,127,123
54,144,114,132,122,118
54,143,114,133,116,114
54,144,114,132,116,113
54,143,114,132,118,112
54,143,114,132,117,109
54,144,112,133,117,102
54,144,108,134,120,104
54,144,107,134,126,108
54,143,110,134,129,104
54,144,106,135,122,97
54,144,103,136,118,97
54,144,100,136,120,101
54,144,98,136,121,104
54,144,99,137,120,111
54,144,104,137,119,118
54,143,108,136,120,121
53,144,113,134,118,121
54,144,116,134,114,115
54,144,114,133,109,111
54,144,111,130,111,111
54,144,112,126,120,110
54,144,113,123,125,105
54,144,111,124,127,102
54,143,109,128,129,106
54,144,111,135,132,109
54,144,110,140,123,102
54,143,102,143,115,97
54,144,99,143,115,100
54,143,99,141,117,103
54,144,100,138,118,106
52,143,103,135,121,113
54,144,106,132,123,118
54,143,109,131,121,122
54,144,113,128,117,119
54,144,114,130,114,115
54,144,113,130,115,113
54,144,113,131,117,110
54,144,113,132,119,107
54,144,112,132,120,103
54,144,110,133,122,106
54,144,108,134,126,108
53,144,111,135,127,105
54,144,105,136,121,97
54,144,101,137,119,98
54,144,100,136,120,101
54,143,100,136,120,104
54,144,101,136,121,110
54,144,104,135,125,116
54,144,107,134,123,122
54,143,112,134,114,122
54,143,114,133,113,117
54,144,114,132,113,114
54,144,114,132,117,113
54,144,114,131,118,110
54,144,114,132,118,104
54,144,110,133,124,102
54,144,108,133,130,107
54,143,109,135,128,108
53,145,108,136,120,102
54,144,102,137,112,95
54,144,100,137,113,99
54,144,100,136,114,103
54,144,100,136,113,107
54,144,103,135,117,112
54,144,105,135,122,118
54,144,108,133,129,123
54,144,113,130,127,120
53,144,114,131,121,115
54,144,114,130,117,114
54,144,115,131,116,113
54,144,115,131,117,109
54,144,112,132,118,102
54,144,109,133,122,103
54,144,108,134,127,109
55,145,111,134,131,106
53,144,106,136,121,98
54,144,101,137,116,96
53,144,100,137,117,101
54,144,100,136,118,104
54,144,101,136,119,109
54,144,104,135,121,114
54,144,106,134,123,120
54,144,111,133,121,122
54,143,114,131,117,118
54,144,114,131,114,114
54,144,114,131,116,113
54,144,114,131,119,111
54,144,114,132,118,106
54,144,111,132,120,102
54,143,108,133,125,106
54,143,109,135,128,112
54,143,111,135,126,103
54,144,103,137,116,96
54,144,100,137,115,97
54,144,100,137,118,102
54,144,101,136,121,105
54,144,102,135,122,111
54,144,105,134,122,116
54,144,108,132,120,122
54,143,113,132,115,122
54,144,115,131,114,116
54,144,114,130,115,113
54,144,114,130,120,113
54,144,114,131,121,109
54,143,113,132,119,102
54,144,110,133,121,103
54,144,108,134,127,106
54,144,111,136,133,108
54,144,108,136,124,100
54,143,101,136,115,96
53,144,100,136,114,100
54,143,101,136,117,103
54,143,101,136,120,108
54,144,103,135,123,113
54,144,106,134,123,119
54,143,110,134,120,123
54,143,114,133,117,119
54,144,113,132,114,114
54,144,113,132,116,112
54,143,114,132,117,111
54,144,114,133,117,106
54,144,111,133,118,101
54,143,109,133,126,105
54,143,109,132,130,108
54,143,111,133,130,104
54,144,105,135,118,97
54,143,101,135,116,98
54,144,100,136,117,102
54,144,101,138,116,105
54,144,102,139,118,111
54,143,105,138,121,117
54,144,107,136,120,120
54,144,111,133,118,121
54,144,114,131,117,115
54,144,113,129,116,113
54,144,114,127,119,113
54,144,115,127,123,110
54,143,114,130,123,104
54,144,110,134,122,103
54,144,108,137,124,107
53,142,109,138,126,107
55,143,107,138,120,99
54,144,102,136,114,95
54,144,100,133,115,99
54,143,100,132,119,102
54,144,101,131,123,107
54,143,103,131,125,114
54,144,106,131,126,120
54,144,111,133,122,123
54,144,113,134,117,121
54,143,114,135,112,115
54,143,114,135,114,113
54,144,114,134,118,112
54,143,114,133,120,107
54,144,111,133,120,101
54,143,109,132,123,104
54,144,108,133,129,108
54,144,111,135,130,108
54,144,106,136,120,98
54,144,100,138,114,95
53,144,100,138,116,99
54,144,100,137,117,104
54,144,101,137,120,109
54,144,104,135,122,114
54,144,107,134,124,122
53,144,111,133,120,123
54,143,114,131,115,117
54,144,114,130,113,113
54,144,113,130,118,113
54,144,114,131,121,111
54,144,113,132,120,105
54,144,110,133,125,102
54,144,108,134,132,105
54,143,108,136,131,108
53,144,109,135,120,101
54,144,103,136,114,95
54,144,100,135,117,100
54,144,100,135,115,103
54,144,101,135,103,105
53,143,102,135,95,111
54,144,105,134,110,119
54,144,110,133,129,126
54,143,115,133,135,122
54,144,114,133,130,114
54,144,113,132,117,113
54,144,114,131,111,111
54,144,113,130,134,108
54,144,111,130,152,102
54,144,109,131,143,103
54,144,108,133,120,106
54,144,111,135,106,106
54,144,107,137,100,99
54,143,102,138,108,97
54,144,100,138,112,99
54,144,99,137,111,102
54,144,100,134,119,109
54,144,103,133,130,116
54,144,107,132,133,123
53,144,112,131,131,123
54,144,115,132,115,119
54,144,115,132,105,114
54,144,113,132,107,109
54,144,112,131,113,108
54,144,114,130,108,108
54,144,113,131,115,105
54,144,110,134,132,107
54,144,107,135,137,108
54,145,110,138,139,104
53,144,104,139,131,95
54,144,99,139,110,94
54,144,98,138,113,98
54,144,100,136,136,105
54,144,102,134,150,112
54,144,105,134,129,116
54,144,108,133,94,121
54,144,112,129,77,124
54,144,115,129,110,119
54,144,114,129,135,113
54,144,115,130,118,112
54,144,115,132,99,112
54,144,112,135,110,102
54,144,106,136,134,97
54,144,104,135,141,100
54,145,110,133,146,106
54,144,110,135,116,104
54,144,105,136,118,99
54,144,101,138,117,100
54,144,102,138,97,103
53,144,100,136,92,107
54,144,98,133,98,113
54,144,102,130,127,124
54,145,114,131,158,131
54,143,120,134,159,124
54,144,116,137,128,110
54,144,114,139,87,105
54,144,119,140,103,98
54,143,116,139,143,98
54,143,108,136,157,103
54,143,102,132,139,107
54,144,97,128,126,111
54,143,108,126,125,126
54,143,101,126,77,111
54,143,98,128,40,93
54,143,105,132,79,95
54,144,107,135,125,100
54,143,106,136,156,103
54,142,107,138,176,107
54,142,107,137,166,120
53,143,112,135,119,132
54,142,116,133,114,121
54,143,117,134,91,109
53,143,118,134,73,106
54,143,120,133,85,105
54,143,102,131,121,101
54,143,92,130,168,107
54,144,105,131,169,121
54,143,115,132,108,114
54,142,114,133,92,94
54,142,107,136,108,95
54,142,103,138,119,103
54,142,94,138,101,92
54,141,91,136,128,93
54,141,103,135,163,119
54,141,112,136,133,131
54,141,115,135,97,124
54,141,115,134,119,117
54,141,114,132,130,110
54,141,111,131,127,110
54,141,112,130,131,113
54,141,111,130,136,108
54,141,106,129,122,104
54,141,110,130,119,106
54,140,114,133,80,111
54,141,115,137,77,110
54,141,109,139,91,97
54,139,100,139,122,88
54,140,96,137,188,95
54,139,99,135,175,109
54,139,103,135,101,121
54,138,103,136,84,117
54,139,102,136,102,118
53,138,110,136,118,118
54,138,115,132,79,115
54,136,116,129,93,117
54,136,117,129,153,117
54,135,114,131,171,109
54,136,111,132,132,102
54,135,109,133,107,101
54,134,107,134,124,108
54,135,109,136,138,110
54,132,110,137,127,101
54,134,102,137,111,94
54,133,99,137,105,99
54,129,99,137,121,102
54,130,100,137,120,105
54,130,100,137,123,112
54,128,101,135,119,117
53,126,106,133,106,123
54,123,112,130,100,121
54,124,113,130,96,115
54,124,117,130,98,118
54,125,119,131,139,116
54,124,113,132,163,102
54,130,107,131,140,92
54,127,103,132,131,105
54,127,107,135,129,114
54,126,111,137,116,110
54,127,102,138,105,104
54,128,101,138,133,101
54,130,105,138,134,100
54,127,102,138,115,96
53,128,98,137,109,103
54,127,103,135,107,112
54,127,108,134,109,120
54,126,106,133,109,123
54,124,105,129,111,121
54,125,111,129,111,116
54,125,113,130,124,114
54,124,110,131,132,110
54,123,113,132,130,102
54,124,110,132,123,101
54,125,108,133,111,109
54,127,110,135,112,111
53,127,114,138,125,102
53,125,105,140,125,97
54,125,95,140,136,100
54,126,98,138,141,100
54,126,103,135,125,102
54,124,100,133,104,107
54,124,99,131,103,113
54,124,97,130,115,121
54,125,108,132,123,126
53,124,118,133,108,119
54,125,121,134,99,117
54,124,120,135,111,116
54,125,114,135,122,111
54,125,108,135,128,100
54,124,98,133,129,98
54,124,96,131,140,104
54,127,106,130,147,107
53,127,108,131,122,101
54,126,105,133,101,97
54,126,103,136,108,101
54,126,101,136,120,102
54,127,101,136,125,107
54,126,110,137,130,113
54,127,124,137,129,119
53,125,110,136,122,125
54,126,94,137,117,121
54,127,99,137,106,115
54,126,110,137,109,113
54,126,121,136,114,110
54,127,115,135,118,104
54,127,106,132,119,100
54,128,106,130,124,106
54,125,110,131,133,114
53,126,115,136,132,106
53,127,102,139,118,98
54,126,94,139,114,97
54,125,97,137,118,103
54,125,104,136,125,115
54,127,95,134,126,114
54,127,92,133,111,111
54,127,96,131,107,116
54,126,103,125,113,117
54,127,124,117,121,115
54,128,131,116,124,112
54,126,118,122,128,113
54,126,119,134,128,121
54,127,136,147,117,112
54,127,121,154,118,92
54,127,80,153,123,97
53,127,60,139,129,113
54,127,60,115,113,108
54,129,75,101,113,101
55,127,107,102,128,112
54,127,143,119,119,106
54,128,149,144,109,88
54,128,128,162,123,92
54,128,144,164,133,112
54,129,138,153,137,123
54,129,73,138,107,119
54,129,10,121,87,111
54,129,56,109,94,106
54,129,86,102,93,110
54,129,101,100,121,104
54,130,104,102,139,96
54,129,136,112,164,116
54,130,198,132,164,139
54,130,177,158,142,120
54,130,118,178,106,97
54,129,99,188,85,98
53,129,66,177,91,100
53,130,40,154,106,80
54,130,30,127,114,77
54,130,66,102,130,94
54,130,121,89,150,120
55,131,180,94,139,130
54,131,193,111,116,130
54,132,138,131,100,127
54,133,141,146,95,116
54,132,144,156,109,111
54,132,99,156,125,101
54,132,46,147,123,98
54,133,29,133,137,114
54,133,63,122,140,127
54,134,115,127,122,113
54,134,139,143,111,90
54,135,122,157,120,84
54,134,127,159,121,92
54,134,100,152,116,103
54,135,75,140,113,113
54,136,70,128,120,126
54,135,82,126,140,129
53,136,112,131,130,131
54,135,131,141,108,123
54,136,120,145,106,114
54,136,119,143,116,114
54,135,120,138,115,109
54,136,120,134,107,99
54,136,117,129,119,95
54,136,82,123,128,99
55,137,83,118,127,101
54,135,102,117,132,98
54,134,115,126,135,104
54,137,116,140,127,109
54,140,117,154,114,107
54,140,113,160,116,108
54,139,103,159,122,112
54,140,98,151,119,122
54,138,117,142,115,123
54,138,132,137,107,118
54,138,103,130,95,109
54,139,87,121,104,111
54,139,102,112,125,110
54,139,104,106,133,102
54,139,110,107,129,99
54,138,113,112,129,103
54,139,104,116,126,111
55,139,94,125,118,110
54,139,93,138,110,101
54,137,107,146,123,101
54,138,118,150,127,103
55,138,117,151,126,103
53,138,115,150,128,106
55,138,125,146,132,114
54,139,141,137,137,119
54,139,108,128,113,119
55,138,76,123,107,115
54,140,71,123,113,116
54,140,107,127,108,116
54,139,130,132,94,111
54,140,122,135,80,103
54,141,102,136,109,103
54,141,80,135,145,108
55,142,91,138,147,111
54,142,127,136,142,102
54,142,129,136,134,94
54,142,119,136,120,99
54,142,110,135,117,103
55,141,95,135,120,107
54,142,88,135,119,110
54,141,94,133,110,115
55,141,106,129,107,122
55,140,109,128,119,126
54,141,112,130,137,121
55,142,116,133,117,115
55,142,118,136,112,110
55,141,123,137,121,104
55,141,117,137,115,99
55,143,112,137,111,101
55,144,111,134,114,106
54,144,113,133,129,105
56,143,103,131,136,96
55,144,83,129,136,98
55,144,87,129,122,104
55,145,103,132,117,107
55,144,111,136,118,111
56,144,108,139,117,114
55,145,102,140,111,118
54,144,109,138,103,120
54,144,115,136,110,118
55,144,115,133,123,117
55,144,118,131,127,113
55,144,127,131,120,105
55,144,126,131,111,99
55,143,111,129,119,104
55,144,83,128,134,109
55,145,88,130,137,110
55,144,105,132,128,103
55,143,113,135,120,97
55,143,112,138,116,101
54,143,104,140,109,101
55,143,99,140,115,100
55,143,99,139,133,111
55,143,103,138,131,121
55,143,111,133,116,123
55,143,117,131,103,116
55,144,120,129,106,114
55,143,115,129,111,116
55,144,120,130,106,113
55,144,120,130,112,106
55,144,104,131,128,102
55,144,84,132,145,108
55,144,93,133,142,114
54,144,113,135,127,109
55,144,116,137,113,96
55,144,112,139,113,95
55,144,110,139,121,99
55,144,102,139,127,102
55,144,95,137,131,108
55,145,99,135,122,114
55,144,113,133,109,119
56,144,111,130,103,121
55,144,102,129,100,119
55,144,113,129,96,115
55,144,116,130,94,115
55,144,117,132,108,113
55,144,114,134,141,105
55,144,113,135,163,101
55,144,124,136,155,107
55,144,129,137,130,107
55,144,105,137,120,99
55,144,89,136,127,94
55,144,78,135,122,98
54,144,68,133,118,103
55,145,93,133,118,109
55,144,119,133,107,112
55,144,120,132,93,115
55,144,112,130,99,121
54,144,115,129,115,126
55,144,120,130,123,124
55,144,117,131,109,118
54,144,114,132,110,113
55,144,110,134,134,108
54,144,111,135,142,98
55,144,111,136,141,95
54,144,104,135,126,98
55,145,106,134,116,105
55,144,105,134,109,102
54,144,101,133,124,100
55,145,101,134,131,102
54,144,101,137,126,102
55,145,102,139,122,106
55,144,105,138,121,116
55,144,106,136,118,124
54,143,111,131,123,127
55,144,115,130,112,123
55,144,116,129,104,116
54,144,114,130,101,110
55,143,115,132,92,109
